Institution Code,Institution Name,City,State,Country,Institution Type,Field of study,Credential Level,Official Program Pass/Zone/Fail,Debt-to-Earnings Annual Rate,Debt (numerator),Annual Earnings (denominator),Debt-to-Earnings Annual Rate Pass/Fail/Zone,Debt-to-Earnings Discretionary Income Rate,Debt Discretionary Income Rate (numerator),Earnings Discretionary Income Rate (denominator),Debt-to-Earnings Discretionary Income Rate Pass/Fail/Zone,Mean  Annual Earnings From SSA,Median Annual Earnings from SSA,Field Study Grouped
7437,PITTSBURGH TECHNICAL INSTITUTE,OAKDALE,PA,United States,PROPRIETARY 4 YEARS OR MORE,"ELECTRICAL, ELECTRONIC AND COMMUNICATIONS ENGINEERING TECHNOLOGY/TECHNICIAN.",02 - ASSOCIATES DEGREE,PASS,5.89,2577,43726,PASS,9.88,2577,26071,PASS,43726,40161,Sciences
7437,PITTSBURGH TECHNICAL INSTITUTE,OAKDALE,PA,United States,PROPRIETARY 4 YEARS OR MORE,COMPUTER TECHNOLOGY/COMPUTER SYSTEMS TECHNOLOGY.,02 - ASSOCIATES DEGREE,PASS,7.19,2664,37027,PASS,13.75,2664,19372,PASS,36898,37027,Sciences
7437,PITTSBURGH TECHNICAL INSTITUTE,OAKDALE,PA,United States,PROPRIETARY 4 YEARS OR MORE,"DRAFTING AND DESIGN TECHNOLOGY/TECHNICIAN, GENERAL.",02 - ASSOCIATES DEGREE,PASS,6.68,2462,36856,PASS,12.82,2462,19201,PASS,36856,36310,Sciences
7437,PITTSBURGH TECHNICAL INSTITUTE,OAKDALE,PA,United States,PROPRIETARY 4 YEARS OR MORE,"ELECTRICAL/ELECTRONICS EQUIPMENT INSTALLATION AND REPAIR, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,5.09,1657,32523,PASS,11.14,1657,14868,PASS,31094,32523,Others
7437,PITTSBURGH TECHNICAL INSTITUTE,OAKDALE,PA,United States,PROPRIETARY 4 YEARS OR MORE,"HEATING, AIR CONDITIONING, VENTILATION AND REFRIGERATION MAINTENANCE TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,3.98,1357,34068,PASS,8.26,1357,16413,PASS,34068,33740,Sciences
7437,PITTSBURGH TECHNICAL INSTITUTE,OAKDALE,PA,United States,PROPRIETARY 4 YEARS OR MORE,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.18,1450,23430,PASS,25.1,1450,5775,ZONE,22297,23430,Health field
7437,PITTSBURGH TECHNICAL INSTITUTE,OAKDALE,PA,United States,PROPRIETARY 4 YEARS OR MORE,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.48,1314,17555,PASS,100,1314,0,FAIL,17284,17555,Health field
7439,FOUNTAINHEAD COLLEGE OF TECHNOLOGY,KNOXVILLE,TN,United States,PROPRIETARY 4 YEARS OR MORE,NETWORK AND SYSTEM ADMINISTRATION/ADMINISTRATOR.,02 - ASSOCIATES DEGREE,PASS,7.88,2523,32016,PASS,17.56,2523,14361,PASS,30222,32016,Management & Administration
7439,FOUNTAINHEAD COLLEGE OF TECHNOLOGY,KNOXVILLE,TN,United States,PROPRIETARY 4 YEARS OR MORE,COMPUTER AND INFORMATION SYSTEMS SECURITY/INFORMATION ASSURANCE.,03 - BACHELORS DEGREE,PASS,5.84,2130,36430,PASS,11.34,2130,18775,PASS,33601,36430,Others
7439,FOUNTAINHEAD COLLEGE OF TECHNOLOGY,KNOXVILLE,TN,United States,PROPRIETARY 4 YEARS OR MORE,RADIATION PROTECTION/HEALTH PHYSICS TECHNICIAN.,02 - ASSOCIATES DEGREE,PASS,6.85,2761,40278,PASS,12.2,2761,22623,PASS,40278,35005,Health field
7447,DEL-MAR-VA BEAUTY ACADEMY,SALISBURY,MD,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,9.3,1357,14589,ZONE,100,1357,0,FAIL,14589,14330,Others
7459,PAIER COLLEGE OF ART,HAMDEN,CT,United States,PROPRIETARY 4 YEARS OR MORE,COMMERCIAL AND ADVERTISING ART.,03 - BACHELORS DEGREE,PASS,6.56,1977,30114,PASS,15.86,1977,12459,PASS,27552,30114,Others
7465,AMERICAN ACADEMY OF DRAMATIC ARTS,NEW YORK,NY,United States,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS","DRAMA AND DRAMATICS/THEATRE ARTS, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,6.34,1035,16302,PASS,100,1035,0,FAIL,16302,12181,Others
7466,LIM COLLEGE,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,"DESIGN AND VISUAL COMMUNICATIONS, GENERAL.",03 - BACHELORS DEGREE,PASS,5.4,2436,45069,PASS,8.88,2436,27414,PASS,42790,45069,Others
7466,LIM COLLEGE,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",03 - BACHELORS DEGREE,PASS,3.2,1491,46475,PASS,5.17,1491,28820,PASS,45461,46475,Economy and Business
7466,LIM COLLEGE,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,"MARKETING/MARKETING MANAGEMENT, GENERAL.",03 - BACHELORS DEGREE,PASS,5.34,2290,42865,PASS,9.08,2290,25210,PASS,42865,42728,Management & Administration
7466,LIM COLLEGE,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,FASHION MERCHANDISING.,03 - BACHELORS DEGREE,PASS,6.44,2663,41299,PASS,11.26,2663,23644,PASS,41299,40624,Others
7466,LIM COLLEGE,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES, OTHER.",05 - MASTERS DEGREE,PASS,8.68,4462,51360,ZONE,13.23,4462,33705,PASS,51360,48016,Economy and Business
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,"ANIMATION, INTERACTIVE TECHNOLOGY, VIDEO GRAPHICS AND SPECIAL EFFECTS.",03 - BACHELORS DEGREE,FAIL,13.66,2963,21685,FAIL,73.52,2963,4030,FAIL,21685,18259,Sciences
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,ILLUSTRATION.,03 - BACHELORS DEGREE,FAIL,14.83,2982,20102,FAIL,121.86,2982,2447,FAIL,20102,17900,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,ILLUSTRATION.,05 - MASTERS DEGREE,FAIL,18.59,6604,35520,FAIL,36.96,6604,17865,FAIL,35520,28370,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,PHOTOGRAPHY.,05 - MASTERS DEGREE,FAIL,19.41,6146,31653,FAIL,43.9,6146,13998,FAIL,31653,30175,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,"FINE/STUDIO ARTS, GENERAL.",03 - BACHELORS DEGREE,FAIL,19.52,3515,17999,FAIL,999.99,3515,344,FAIL,17999,14172,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,ADVERTISING.,03 - BACHELORS DEGREE,PASS,6.98,3823,54748,PASS,10.3,3823,37093,PASS,53461,54748,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,COMPUTER GRAPHICS.,03 - BACHELORS DEGREE,PASS,7.27,2915,40065,PASS,13,2915,22410,PASS,40065,35992,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,COMPUTER GRAPHICS.,05 - MASTERS DEGREE,ZONE,16.13,6489,40222,FAIL,28.75,6489,22567,ZONE,40222,31865,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,ART TEACHER EDUCATION.,05 - MASTERS DEGREE,PASS,7.5,3524,46951,PASS,12.02,3524,29296,PASS,44728,46951,Education & Human Sciences
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,INTERIOR DESIGN.,03 - BACHELORS DEGREE,PASS,8.58,3563,41508,ZONE,14.93,3563,23853,PASS,38923,41508,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,GRAPHIC DESIGN.,03 - BACHELORS DEGREE,PASS,7.6,3371,44332,PASS,12.63,3371,26677,PASS,41533,44332,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,"DESIGN AND APPLIED ARTS, OTHER.",05 - MASTERS DEGREE,PASS,11.09,7481,67424,ZONE,15.03,7481,49769,PASS,67424,55210,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,PHOTOGRAPHY.,03 - BACHELORS DEGREE,ZONE,12.75,3247,25461,FAIL,41.59,3247,7806,FAIL,25461,22920,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,"FILM/VIDEO AND PHOTOGRAPHIC ARTS, OTHER.",03 - BACHELORS DEGREE,ZONE,15.18,3337,21980,FAIL,77.15,3337,4325,FAIL,21980,18204,Others
7468,SCHOOL OF VISUAL ARTS,NEW YORK,NY,United States,PROPRIETARY 4 YEARS OR MORE,"FINE/STUDIO ARTS, GENERAL.",05 - MASTERS DEGREE,ZONE,16.31,6361,38986,FAIL,29.82,6361,21331,ZONE,38986,36014,Others
7469,HUSSIAN COLLEGE,PHILADELPHIA,PA,United States,PROPRIETARY 4 YEARS OR MORE,COMMERCIAL AND ADVERTISING ART.,02 - ASSOCIATES DEGREE,FAIL,17.37,3452,19870,FAIL,155.84,3452,2215,FAIL,18706,19870,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,"ANIMATION, INTERACTIVE TECHNOLOGY, VIDEO GRAPHICS AND SPECIAL EFFECTS.",03 - BACHELORS DEGREE,ZONE,18.91,6529,34523,FAIL,38.7,6529,16868,FAIL,34523,29748,Sciences
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,"WEB PAGE, DIGITAL/MULTIMEDIA AND INFORMATION RESOURCES DESIGN.",01 - UNDERGRADUATE CERTIFICATE,PASS,7.67,2645,34445,PASS,15.75,2645,16790,PASS,34445,30165,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,"WEB PAGE, DIGITAL/MULTIMEDIA AND INFORMATION RESOURCES DESIGN.",02 - ASSOCIATES DEGREE,FAIL,18.24,5156,28257,FAIL,48.63,5156,10602,FAIL,28257,25417,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,"WEB PAGE, DIGITAL/MULTIMEDIA AND INFORMATION RESOURCES DESIGN.",03 - BACHELORS DEGREE,PASS,11.37,5132,45108,ZONE,18.69,5132,27453,PASS,45108,41814,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,CULINARY ARTS/CHEF TRAINING.,02 - ASSOCIATES DEGREE,ZONE,10.2,2796,27388,ZONE,28.72,2796,9733,ZONE,27388,26213,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,"RESTAURANT, CULINARY, AND CATERING MANAGEMENT/MANAGER.",03 - BACHELORS DEGREE,ZONE,11.6,4191,36122,ZONE,22.69,4191,18467,ZONE,36122,32891,Management & Administration
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,COMMERCIAL AND ADVERTISING ART.,01 - UNDERGRADUATE CERTIFICATE,ZONE,11.88,2526,21259,ZONE,70.08,2526,3604,FAIL,21259,15276,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,COMMERCIAL AND ADVERTISING ART.,03 - BACHELORS DEGREE,ZONE,12.75,4874,38223,FAIL,23.69,4874,20568,ZONE,38223,34731,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,INDUSTRIAL AND PRODUCT DESIGN.,03 - BACHELORS DEGREE,PASS,10.66,4324,40557,ZONE,18.88,4324,22902,PASS,40557,38300,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,COMMERCIAL PHOTOGRAPHY.,02 - ASSOCIATES DEGREE,FAIL,14.24,2171,15240,FAIL,100,2171,0,FAIL,15240,14157,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,COMMERCIAL PHOTOGRAPHY.,03 - BACHELORS DEGREE,FAIL,17.22,4559,26468,FAIL,51.73,4559,8813,FAIL,25299,26468,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,INTERIOR DESIGN.,01 - UNDERGRADUATE CERTIFICATE,ZONE,12.75,2594,20337,FAIL,96.71,2594,2682,FAIL,20337,13657,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,INTERIOR DESIGN.,03 - BACHELORS DEGREE,FAIL,18.47,5677,30732,FAIL,43.41,5677,13077,FAIL,30732,29848,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,GRAPHIC DESIGN.,02 - ASSOCIATES DEGREE,FAIL,19.54,4826,24696,FAIL,68.54,4826,7041,FAIL,24696,21489,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,GRAPHIC DESIGN.,03 - BACHELORS DEGREE,FAIL,18.69,5365,28700,FAIL,48.57,5365,11045,FAIL,28700,27336,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,GAME AND INTERACTIVE MEDIA DESIGN.,03 - BACHELORS DEGREE,FAIL,18.74,5486,29273,FAIL,47.21,5486,11618,FAIL,29273,24230,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,CINEMATOGRAPHY AND FILM/VIDEO PRODUCTION.,02 - ASSOCIATES DEGREE,FAIL,12.9,2520,19523,FAIL,134.9,2520,1868,FAIL,19462,19523,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,CINEMATOGRAPHY AND FILM/VIDEO PRODUCTION.,03 - BACHELORS DEGREE,FAIL,16.01,4505,28126,FAIL,43.02,4505,10471,FAIL,27898,28126,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,INTERMEDIA/MULTIMEDIA.,03 - BACHELORS DEGREE,FAIL,20.58,5551,26961,FAIL,59.64,5551,9306,FAIL,26961,19438,Others
7470,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,United States,PROPRIETARY 4 YEARS OR MORE,FASHION MERCHANDISING.,03 - BACHELORS DEGREE,ZONE,12.48,3806,30486,FAIL,29.66,3806,12831,ZONE,28559,30486,Others
7473,CHOFFIN CAREER & TECHNICAL CENTER,YOUNGSTOWN,OH,United States,PUBLIC LESS THAN 2 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,18896,PASS,0,0,1241,PASS,17145,18896,Health field
7473,CHOFFIN CAREER & TECHNICAL CENTER,YOUNGSTOWN,OH,United States,PUBLIC LESS THAN 2 YEARS,SURGICAL TECHNOLOGY/TECHNOLOGIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.82,207,25095,PASS,2.78,207,7440,PASS,23600,25095,Health field
7473,CHOFFIN CAREER & TECHNICAL CENTER,YOUNGSTOWN,OH,United States,PUBLIC LESS THAN 2 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.53,429,27908,PASS,4.18,429,10253,PASS,26324,27908,Health field
7476,MARINELLO SCHOOL OF BEAUTY,LOS ANGELES,CA,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,11.47,1329,11577,ZONE,100,1329,0,FAIL,11577,9639,Others
7476,MARINELLO SCHOOL OF BEAUTY,LOS ANGELES,CA,United States,PROPRIETARY LESS THAN 2 YEARS,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.62,867,15413,PASS,100,867,0,FAIL,15413,12190,Others
7476,MARINELLO SCHOOL OF BEAUTY,LOS ANGELES,CA,United States,PROPRIETARY LESS THAN 2 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.41,840,15503,PASS,100,840,0,FAIL,15503,14643,Health field
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,RADIO AND TELEVISION BROADCASTING TECHNOLOGY/TECHNICIAN.,02 - ASSOCIATES DEGREE,ZONE,10.82,3443,31819,ZONE,24.3,3443,14164,ZONE,29908,31819,Sciences
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,RECORDING ARTS TECHNOLOGY/TECHNICIAN.,02 - ASSOCIATES DEGREE,ZONE,11.01,2761,25076,ZONE,37.2,2761,7421,FAIL,25076,23343,Sciences
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,RECORDING ARTS TECHNOLOGY/TECHNICIAN.,03 - BACHELORS DEGREE,PASS,11.16,4074,36479,ZONE,21.64,4074,18824,ZONE,33656,36479,Sciences
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,"WEB PAGE, DIGITAL/MULTIMEDIA AND INFORMATION RESOURCES DESIGN.",03 - BACHELORS DEGREE,PASS,7.36,4101,55707,PASS,10.77,4101,38052,PASS,55707,50678,Others
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,COMMERCIAL AND ADVERTISING ART.,03 - BACHELORS DEGREE,FAIL,16.69,6369,38149,FAIL,31.07,6369,20494,FAIL,38149,37332,Others
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,COMMERCIAL PHOTOGRAPHY.,02 - ASSOCIATES DEGREE,FAIL,14.86,3502,23554,FAIL,59.36,3502,5899,FAIL,23554,21194,Others
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,COMMERCIAL PHOTOGRAPHY.,03 - BACHELORS DEGREE,FAIL,16.97,4933,29055,FAIL,43.27,4933,11400,FAIL,29055,28545,Others
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,INTERIOR DESIGN.,03 - BACHELORS DEGREE,FAIL,18.09,5755,31810,FAIL,40.65,5755,14155,FAIL,29293,31810,Others
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,GRAPHIC DESIGN.,03 - BACHELORS DEGREE,ZONE,14.25,4728,33173,FAIL,30.46,4728,15518,FAIL,30220,33173,Others
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,CINEMATOGRAPHY AND FILM/VIDEO PRODUCTION.,03 - BACHELORS DEGREE,FAIL,20.47,5257,25679,FAIL,65.51,5257,8024,FAIL,25679,25059,Others
7486,NEW ENGLAND INSTITUTE OF ART (THE),BROOKLINE,MA,United States,PROPRIETARY 4 YEARS OR MORE,INTERMEDIA/MULTIMEDIA.,03 - BACHELORS DEGREE,FAIL,30.88,7961,25779,FAIL,97.99,7961,8124,FAIL,25779,20940,Others
7491,BRIGHTWOOD COLLEGE,BALTIMORE,MD,United States,PROPRIETARY 2 TO 3 YEARS,COMPUTER SYSTEMS NETWORKING AND TELECOMMUNICATIONS.,02 - ASSOCIATES DEGREE,PASS,10.26,2634,25663,ZONE,32.89,2634,8008,FAIL,25663,21596,Others
7491,BRIGHTWOOD COLLEGE,BALTIMORE,MD,United States,PROPRIETARY 2 TO 3 YEARS,COMPUTER SUPPORT SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.63,1311,19773,PASS,61.89,1311,2118,FAIL,19773,18758,Others
7491,BRIGHTWOOD COLLEGE,BALTIMORE,MD,United States,PROPRIETARY 2 TO 3 YEARS,ELECTRICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.46,1530,23668,PASS,25.44,1530,6013,ZONE,23668,21847,Others
7491,BRIGHTWOOD COLLEGE,BALTIMORE,MD,United States,PROPRIETARY 2 TO 3 YEARS,"HEATING, AIR CONDITIONING, VENTILATION AND REFRIGERATION MAINTENANCE TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,6.79,1514,22291,PASS,32.65,1514,4636,FAIL,22291,20361,Sciences
7491,BRIGHTWOOD COLLEGE,BALTIMORE,MD,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,7,1232,17599,PASS,100,1232,0,FAIL,17599,17594,Health field
7491,BRIGHTWOOD COLLEGE,BALTIMORE,MD,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.49,1229,16401,PASS,100,1229,0,FAIL,16401,15237,Health field
7491,BRIGHTWOOD COLLEGE,BALTIMORE,MD,United States,PROPRIETARY 2 TO 3 YEARS,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.54,1256,16649,PASS,100,1256,0,FAIL,16649,16561,Health field
7501,VATTEROTT COLLEGE,OMAHA,NE,United States,PROPRIETARY 2 TO 3 YEARS,NETWORK AND SYSTEM ADMINISTRATION/ADMINISTRATOR.,02 - ASSOCIATES DEGREE,FAIL,12.42,3670,29531,FAIL,30.9,3670,11876,FAIL,29531,29269,Management & Administration
7501,VATTEROTT COLLEGE,OMAHA,NE,United States,PROPRIETARY 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,FAIL,19.36,2928,15118,FAIL,100,2928,0,FAIL,15118,12589,Others
7501,VATTEROTT COLLEGE,OMAHA,NE,United States,PROPRIETARY 2 TO 3 YEARS,"HEATING, VENTILATION, AIR CONDITIONING AND REFRIGERATION ENGINEERING TECHNOLOGY/TECHNICIAN.",02 - ASSOCIATES DEGREE,PASS,9.95,3567,35822,ZONE,19.63,3567,18167,PASS,34445,35822,Sciences
7501,VATTEROTT COLLEGE,OMAHA,NE,United States,PROPRIETARY 2 TO 3 YEARS,"HEALTH AND PHYSICAL EDUCATION/FITNESS, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,8.55,2040,23857,ZONE,32.89,2040,6202,FAIL,23492,23857,Health field
7501,VATTEROTT COLLEGE,OMAHA,NE,United States,PROPRIETARY 2 TO 3 YEARS,"HEATING, AIR CONDITIONING, VENTILATION AND REFRIGERATION MAINTENANCE TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,ZONE,9,2761,30644,ZONE,21.25,2761,12989,ZONE,30392,30644,Sciences
7501,VATTEROTT COLLEGE,OMAHA,NE,United States,PROPRIETARY 2 TO 3 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,FAIL,13.77,2761,20038,FAIL,115.86,2761,2383,FAIL,19713,20038,Health field
7501,VATTEROTT COLLEGE,OMAHA,NE,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,02 - ASSOCIATES DEGREE,FAIL,18.82,4313,22917,FAIL,81.96,4313,5262,FAIL,22571,22917,Health field
7501,VATTEROTT COLLEGE,OMAHA,NE,United States,PROPRIETARY 2 TO 3 YEARS,PHARMACY TECHNICIAN/ASSISTANT.,02 - ASSOCIATES DEGREE,FAIL,22.42,3910,17437,FAIL,100,3910,0,FAIL,17437,15647,Health field
7501,VATTEROTT COLLEGE,OMAHA,NE,United States,PROPRIETARY 2 TO 3 YEARS,VETERINARY/ANIMAL HEALTH TECHNOLOGY/TECHNICIAN AND VETERINARY ASSISTANT.,02 - ASSOCIATES DEGREE,FAIL,15.96,4374,27401,FAIL,44.87,4374,9746,FAIL,24875,27401,Health field
7502,BERKELEY COLLEGE,WOODLAND PARK,NJ,United States,PROPRIETARY 4 YEARS OR MORE,LEGAL ASSISTANT/PARALEGAL.,02 - ASSOCIATES DEGREE,PASS,7.62,2452,32175,PASS,16.88,2452,14520,PASS,29697,32175,Others
7502,BERKELEY COLLEGE,WOODLAND PARK,NJ,United States,PROPRIETARY 4 YEARS OR MORE,CRIMINAL JUSTICE/LAW ENFORCEMENT ADMINISTRATION.,03 - BACHELORS DEGREE,PASS,8.68,2956,34038,ZONE,18.04,2956,16383,PASS,34038,33896,Management & Administration
7502,BERKELEY COLLEGE,WOODLAND PARK,NJ,United States,PROPRIETARY 4 YEARS OR MORE,CRIMINAL JUSTICE/POLICE SCIENCE.,02 - ASSOCIATES DEGREE,PASS,7.92,2140,26987,PASS,22.93,2140,9332,ZONE,26987,25259,Sciences
7502,BERKELEY COLLEGE,WOODLAND PARK,NJ,United States,PROPRIETARY 4 YEARS OR MORE,INTERIOR DESIGN.,02 - ASSOCIATES DEGREE,PASS,9.15,2278,24875,ZONE,31.55,2278,7220,FAIL,24875,19647,Others
7502,BERKELEY COLLEGE,WOODLAND PARK,NJ,United States,PROPRIETARY 4 YEARS OR MORE,HEALTH/HEALTH CARE ADMINISTRATION/MANAGEMENT.,03 - BACHELORS DEGREE,PASS,9.08,3558,39146,ZONE,16.55,3558,21491,PASS,39146,38392,Health field
7502,BERKELEY COLLEGE,WOODLAND PARK,NJ,United States,PROPRIETARY 4 YEARS OR MORE,HEALTH INFORMATION/MEDICAL RECORDS TECHNOLOGY/TECHNICIAN.,02 - ASSOCIATES DEGREE,PASS,6.94,2052,29526,PASS,17.28,2052,11871,PASS,27599,29526,Health field
